chunk_id,source_id,record_type,word_count,page_start,page_end,section,rule,clause,heading,warning,audit_flags,severity,groups,text_excerpt
KA_ACT_1959_SEC_2,KA_ACT_1959,child,2223,33,40,2,,,Definitions,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"2. Definitions.- In this Act, unless the context otherwise requires,—

1 [(a) ‗Apex Society‘ means a federal society whose area of operation extends to the whole

of the State;

5 [(a-1) ‗Area of oper"
MSCS_RULES_AMD_2023_ITEM_14,MSCS_RULES_AMD_2023,child,2110,20,27,,,,,LONG_CHUNK_NO_SAFE_SPLIT,,INFO,A_LONG;C_TOP20_LONG,"14. मूल जनयमों में प्रूपप -V के स्ट् थान पर, जनम् नजलजखत प्रूपप रखा िाएगा, अथाातम: -

“प्रूपप V

[जनयम19 िेखें]

पिाजधकाररयों के जनवााचन हेतु नामांकन पत्र

1. बहुराज्य सहकारी सोसाइटी का नाम और पता:

2"
MH_ACT_1960_SEC_73,MH_ACT_1960,child,1971,34,36,73,,,"Committee, its powers and functions",LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"73. Committee, its powers and functions.—

(1) The management of every society shall vest in a committee, constituted in accordance with this Act, the rules and bye-laws which shall exercise such powe"
MH_ACT_1960_SEC_73_B,MH_ACT_1960,child,1912,38,42,73-B,,,"Reservation of seats on committees of certain societies for Scheduled Castes,",LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"73-B. Reservation of seats on committees of certain societies for Scheduled Castes, Scheduled tribes, Other Backward Classes, De-notified Tribes (Vimukta Jatis), Nomadic Tribes, Special Backward Class"
MSCS_AMD_2023_ITEM_17,MSCS_AMD_2023,child,1894,7,10,,,,,LONG_CHUNK_NO_SAFE_SPLIT,,INFO,A_LONG;C_TOP20_LONG,"17. For section 45 of the principal Act, the following sections shall be substituted,

Substitution of new section

namely:––

for section 45.

‘45. (1) The Central Government shall, by notification, "
MH_ACT_1960_FORM_D_SUB_7,MH_ACT_1960,child,1630,120,122,,,,Form D.,LONG_CHUNK_NO_SAFE_SPLIT,,INFO,A_LONG;C_TOP20_LONG,"18. Reconstruction of a society.—

(1) An application for reconstruction of a society under section 19 may be made in Form H. On receipt of such application the Registrar may, taking into consideratio"
MH_RULES_1961_RULE_153B,MH_RULES_1961,child,1630,34,36,,153B,,Manner of contributions to be made under the Rule 53A:- (1) The Apex society,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"153B. Manner of contributions to be made under the Rule 53A:-

(1) The Apex society which has been notified by the State Government under subsection (3) of Section 69-A shall open an account in the na"
MH_RULES_1961_RULE_107A,MH_RULES_1961,child,1548,95,99,,107A,,Maximum rates of travelling allowance and daily allowance and,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN;TABLE_REVIEW,,INFO,A_LONG;E_STRUCTURE;F_TABLE;C_TOP20_LONG,"1[ 107A. Maximum rates of travelling allowance and daily allowance and sitting fees, etc for members of Committees:- Subject to the provisions of section 160-A, no member of a committee of any society"
MSCS_RULES_AMD_2023_ITEM_7,MSCS_RULES_AMD_2023,child,1497,14,16,,,,,LONG_CHUNK_NO_SAFE_SPLIT,,INFO,A_LONG;C_TOP20_LONG,"7. मूल जनयमों में, अध् याय 5 के पश् चातम जनम् नजलजखत अध् याय अंत:स्ट् थाजपत दकया िाएगा, अथाातम: -

“अध् याय 5क

सहकारी ऑम् बुड्समसमैन

30क. ऑम् बुड्समसमैन की जनयुजि और उसका िेत्राजधकार- (1) केन्द् रीय"
MH_RULES_1961_RULE_93,MH_RULES_1961,child,1449,80,82,,93,,Procedure for Submission and consideration of applications for loans,LONG_CHUNK_NO_SAFE_SPLIT;MULTIPLE_FORMS_REVIEW;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"Chapter X

Land Development Banks

93. Procedure for Submission and consideration of applications for loans from Land Development Banks:-

(1) All applications for loans from a Land Development Bank s"
