chunk_id,source_id,record_type,word_count,page_start,page_end,section,rule,clause,heading,warning,audit_flags,severity,groups,text_excerpt
MH_ACT_1960_SEC_5,MH_ACT_1960,child,14,18,18,5,,,ºÉÆºlÉäSÉÒ ¨ÉªÉÉÇÊnùiÉ ËEò´ÉÉ +¨ÉªÉÉÇÊnùiÉ nùÉÊªÉi´ÉÉºÉ½þ xÉÉånùhÉÒ Eò®úiÉÉ ªÉä<Ç±É,LEGACY_FONT_ENCODING_REVIEW;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"5. ºÉÆºlÉäSÉÒ ¨ÉªÉÉÇÊnùiÉ ËEò´ÉÉ +¨ÉªÉÉÇÊnùiÉ nùÉÊªÉi´ÉÉºÉ½þ xÉÉånùhÉÒ Eò®úiÉÉ ªÉä<Ç±É.

¨ÉªÉÉÇÊnùiÉ ËEò´ÉÉ +¨ÉªÉÉÇÊnùiÉ nùÉÊªÉi´ÉÉºÉ½þ xÉÉånùhÉÒ."
MH_ACT_1960_SEC_93,MH_ACT_1960,parent,1,78,80,93,,,,CONTEXT_PARENT;LEGACY_FONT_ENCODING_REVIEW;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,6[93.
MH_ACT_1960_SEC_103,MH_ACT_1960,parent,1,84,86,103,,,,CONTEXT_PARENT;LEGACY_FONT_ENCODING_REVIEW;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,103.
MH_ACT_1960_SEC_118,MH_ACT_1960,child,1,95,95,118,,,119. VÉÊ¨ÉxÉÒSªÉÉ ¡òÉªÉtÉºÉÉ`öÒ ¨½þhÉÚxÉ ªÉÉ¨ÉvªÉä Ê´ÉÊxÉÌnù¹]õ Eò®úhªÉÉiÉ +É±Éä±ÉÒ EòÉ¨Éä {ÉÉ®ú {ÉÉb÷hªÉÉSªÉÉ |ÉªÉÉäVÉxÉÉlÉÇ ËEò´ÉÉ,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,118.
MH_ACT_1960_SEC_124,MH_ACT_1960,child,1,97,97,124,,,125,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,124.
MH_RULES_1961_DOC,MH_RULES_1961,parent,2,1,145,,,,,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,Chapter I
MH_RULES_1961_RULE_18A,MH_RULES_1961,parent,18,14,16,,18A,,Conditions for realising the assets and liquidating the liabilities of the,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,1[18A. Conditions for realising the assets and liquidating the liabilities of the de-registered society by the Official Assignee:-
MH_RULES_1961_RULE_57,MH_RULES_1961,parent,13,56,59,,57,,Prohibition against being interested in contracts etc:- (1),CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,"Chapter VI

Management of Societies 57. Prohibition against being interested in contracts etc:-"
MH_RULES_1961_FORM_M_003,MH_RULES_1961,child,6,117,117,,,,Form M-2,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-2 [See Rule 56A (3)]
MH_RULES_1961_FORM_M_005,MH_RULES_1961,child,6,119,119,,,,Form M-4,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-4 [See Rule 56M (2))
MH_RULES_1961_FORM_M_010,MH_RULES_1961,child,5,125,125,,,,Form M-9,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-9 [See Rule 56X]
MH_RULES_1961_FORM_M_011,MH_RULES_1961,child,6,126,126,,,,Form M-10,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-10 [See Rule 56 A-1]
MH_RULES_1961_FORM_M_013,MH_RULES_1961,child,5,127,127,,,,Form M-12,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-12 [See Rule 56A-11(1)]
MH_RULES_1961_FORM_M_017,MH_RULES_1961,child,5,130,130,,,,Form M-16,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-16 [See Rule 56A-24(2)]
MH_RULES_1961_FORM_M_018,MH_RULES_1961,child,5,130,130,,,,Form M-17,SHORT_CHUNK,METADATA_REVIEW,REVIEW,B_SHORT,Form M-17 [See Rule 56A-29]
PACS_MODEL_BYLAWS_DOC,PACS_MODEL_BYLAWS,parent,2,3,37,,,,,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,CHAPTER I
PACS_MODEL_BYLAWS_CLAUSE_1,PACS_MODEL_BYLAWS,child,18,3,3,,,1,NAME,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"CHAPTER I

IDENTIFICATION OF COOPERATIVE SOCIETY

1. NAME : Bahu-Uddeshiye Prathmik Gramin Cooperative

Samiti (B-PACS) or Bahu-Uddeshiye LAMPS"
PACS_MODEL_BYLAWS_CLAUSE_2,PACS_MODEL_BYLAWS,child,17,3,3,,,2,ADDRESS,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"2. ADDRESS : Registered and Postal Address of the Society

(Location of the Society) & E-mail address"
PACS_MODEL_BYLAWS_CLAUSE_7,PACS_MODEL_BYLAWS,parent,5,10,15,,,7,MEMBERSHIP:,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"CHAPTER III

MEMBERSHIP

7. MEMBERSHIP:"
PACS_COMPUTERIZATION_DOC,PACS_COMPUTERIZATION,parent,3,1,26,,,,,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,Government of India
PACS_COMPUTERIZATION_SEC_3_1,PACS_COMPUTERIZATION,child,18,4,4,3.1,,,Title of the Project,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"3 Project Details

3.1 Title of the Project

Centrally Sponsored Project for ‘Computerisation of Primary Agricultural

Credit Societies’."
PACS_COMPUTERIZATION_SEC_3_2,PACS_COMPUTERIZATION,child,9,4,4,3.2,,,Sponsoring Agency,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"3.2 Sponsoring Agency

Ministry of Cooperation, Government of India."
PACS_COMPUTERIZATION_SEC_3_3,PACS_COMPUTERIZATION,child,15,4,4,3.3,,,Duration of the Project,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"3.3 Duration of the Project

For a period of five years from 2022-23 to 2026-27."
PACS_COMPUTERIZATION_SEC_3_4,PACS_COMPUTERIZATION,child,16,5,5,3.4,,,Sunset Date of the Project,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"3.4 Sunset Date of the Project

Sunset date of the project will be 31 March 2027."
PACS_COMPUTERIZATION_SEC_3_7,PACS_COMPUTERIZATION,parent,3,5,5,3.7,,,Implementation Mechanism,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE;D_TOP20_SHORT,3.7 Implementation Mechanism
PACS_COMPUTERIZATION_SEC_3_8,PACS_COMPUTERIZATION,parent,9,7,7,3.8,,,"Project Cost, Sources of Funds & Funding Pattern",SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"3.8 Project Cost, Sources of Funds & Funding Pattern"
PACS_COMPUTERIZATION_SEC_3_8_3,PACS_COMPUTERIZATION,child,17,8,8,3.8.3,,,"Project Cost, Sources of Funds & Funding Pattern",SHORT_CHUNK,HIERARCHY_REVIEW;METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"3.8.3 Item wise cost estimate per PACS

The item-wise cost estimate per PACS is given as under:-"
PACS_COMPUTERIZATION_SEC_3_9,PACS_COMPUTERIZATION,child,5,12,12,3.9,,,Phasing of the project,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,3.9 Phasing of the project
PACS_COMPUTERIZATION_SEC_3_9_002,PACS_COMPUTERIZATION,child,6,13,13,3.9,,,Basic Architecture of the Project,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,3.9 Basic Architecture of the Project
PACS_COMPUTERIZATION_SEC_4_1,PACS_COMPUTERIZATION,child,9,16,16,4.1,,,Central PMU:,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"4 Project Monitoring Units (PMUs)/Support Teams

4.1 Central PMU:"
PACS_COMPUTERIZATION_SEC_4_2,PACS_COMPUTERIZATION,child,3,17,17,4.2,,,State PMUs:,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE;D_TOP20_SHORT,4.2 State PMUs:
PACS_COMPUTERIZATION_SEC_5_1,PACS_COMPUTERIZATION,parent,12,18,18,5.1,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"5 Stakeholders

5.1 Roles and responsibilities of various stakeholders of the project"
PACS_COMPUTERIZATION_SEC_062,PACS_COMPUTERIZATION,child,17,26,26,,,,Ministry of Cooperation,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"Ministry of Cooperation

Atal Akshya Urja Bhawan, CGO Complex, New Delhi - 110003

Website: http://cooperation.gov.in/

Ph:20849021, 20849022"
PMFBY_2023_DOC,PMFBY_2023,parent,5,1,213,,,,,CONTEXT_PARENT;SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,Pradhan Mantri Fasal Bima Yojana
PMFBY_2023_SCHEDULE_D,PMFBY_2023,child,3,8,8,,,,Scheduled Caste,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,Scheduled Caste SCBs
PMFBY_2023_SEC_3,PMFBY_2023,parent,4,14,14,3,,,Coverage of Farmers,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,3. Coverage of Farmers
PMFBY_2023_SEC_5,PMFBY_2023,parent,6,17,17,5,,,Coverage of Risks and Exclusions,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,5. Coverage of Risks and Exclusions
PMFBY_2023_SEC_5_2_1,PMFBY_2023,child,18,17,17,5.2.1,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,5.2.1 Prevented Sowing/Planting/Germination Risk: Insured area is prevented from sowing/planting/germination due to deﬁcit rainfall or adverse seasonal/climatic conditions.
PMFBY_2023_SEC_5_7_4,PMFBY_2023,parent,11,18,18,5.7.4,,,Coverage of Risks and Exclusions,SHORT_CHUNK,HIERARCHY_REVIEW;METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,5.7.4 Following shall be the modalities specific to Risk Participation Approach:
PMFBY_2023_SEC_7,PMFBY_2023,parent,13,29,29,7,,,Procedure for Issuance of Tender by the States/UTs,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"Tendering and Notiﬁcation 7.

Procedure for Issuance of Tender by the States/UTs 7.1"
PMFBY_2023_SEC_7_1_2,PMFBY_2023,child,19,29,29,7.1.2,,,Procedure for Issuance of Tender by the States/UTs,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"7.1.2 Updated Model Tender Document as per Operational Guidelines 2023 shall be

provided to the States/UTs by GoI separately."
PMFBY_2023_SEC_8,PMFBY_2023,parent,9,42,42,8,,,Engagement of Common Service Centers (CSCs) and Other,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,8. Engagement of Common Service Centers (CSCs) and Other
PMFBY_2023_SEC_9,PMFBY_2023,parent,5,44,44,9,,,Electronic Remittance of Funds,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,9. Electronic Remittance of Funds
PMFBY_2023_SEC_10,PMFBY_2023,parent,6,46,46,10,,,Census Code Mapping of Entities,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,10. Census Code Mapping of Entities
PMFBY_2023_SEC_11,PMFBY_2023,parent,5,47,47,11,,,11.1 Under the Central Sector Scheme of Digital India Land Record Modernization,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,Digitization of Land Records 11.
PMFBY_2023_SEC_12,PMFBY_2023,parent,4,47,47,12,,,Sum Insured/Coverage Limit,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,12. Sum Insured/Coverage Limit
PMFBY_2023_SEC_13,PMFBY_2023,parent,6,47,47,13,,,Premium Rates and Premium Subsidy,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,13. Premium Rates and Premium Subsidy
PMFBY_2023_SEC_13_1_4,PMFBY_2023,child,17,48,48,13.1.4,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,13.1.4 The State/ UTs are free to extend additional subsidy to reduce the financial burden on farmers.
PMFBY_2023_SEC_14,PMFBY_2023,parent,5,50,50,14,,,Budget for Administrative Expenses,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,14. Budget for Administrative Expenses
PMFBY_2023_SEC_15,PMFBY_2023,parent,9,50,50,15,,,Central Program Management Unit (CPMU) & State Program,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,15. Central Program Management Unit (CPMU) & State Program
PMFBY_2023_SEC_16,PMFBY_2023,parent,3,51,51,16,,,Seasonality Discipline,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;D_TOP20_SHORT,16. Seasonality Discipline
PMFBY_2023_SEC_17_6,PMFBY_2023,parent,3,60,60,17.6,,,Loanee Farmers:,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE;D_TOP20_SHORT,17.6 Loanee Farmers:
PMFBY_2023_SEC_17_7,PMFBY_2023,parent,9,64,64,17.7,,,Non-Loanee Farmers through Banks and other Channel Partners,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,17.7 Non-Loanee Farmers through Banks and other Channel Partners
PMFBY_2023_SEC_17_8,PMFBY_2023,parent,12,66,66,17.8,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,17.8 Non-Loanee Farmers - Directly to Insurance Companies or through Web Portal
PMFBY_2023_SEC_17_9,PMFBY_2023,parent,10,66,66,17.9,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,17.9 Option for change of crop name by the Farmer
PMFBY_2023_SEC_17_16_1,PMFBY_2023,child,13,69,69,17.16.1,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.1 The KCC Loan was covered or premium was paid outside seasonality discipline.
PMFBY_2023_SEC_17_16_2,PMFBY_2023,child,19,69,69,17.16.2,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.2 Sown area was less than the insured area under a crop in a notiﬁed area (refer Para 25).
PMFBY_2023_SEC_17_16_3,PMFBY_2023,child,17,69,69,17.16.3,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.3 Different crop other than the declared or notified was sown in the land survey no. insured.
PMFBY_2023_SEC_17_16_4,PMFBY_2023,child,11,69,69,17.16.4,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.4 Survey number insured was not actual crop growing survey no.
PMFBY_2023_SEC_17_16_5,PMFBY_2023,child,13,69,69,17.16.5,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.5 Area insured is more than the total land holding of the farmer.
PMFBY_2023_SEC_17_16_6,PMFBY_2023,child,19,69,69,17.16.6,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.6 Multiple insurance for same crops grown on same land with multiple insurers or through multiple banks or intermediaries.
PMFBY_2023_SEC_17_16_8,PMFBY_2023,child,19,69,69,17.16.8,,,,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,17.16.8 Total Sum insured is more than the notiﬁed sum insured for insured acreage of a given insured crop.
PMFBY_2023_SEC_18_5,PMFBY_2023,parent,8,71,71,18.5,,,Modalities for Conducting Crop Cutting Experiments (CCEs),SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,18.5 Modalities for Conducting Crop Cutting Experiments (CCEs)
PMFBY_2023_SEC_16_14_002,PMFBY_2023,child,3,76,76,16.14,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE;D_TOP20_SHORT,16.14 & 16.15.
PMFBY_2023_SEC_19_7,PMFBY_2023,parent,13,77,77,19.7,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,19.7 The SOP to deal with Yield Assessment dispute cases is as under
PMFBY_2023_SEC_20_1,PMFBY_2023,parent,17,82,82,20.1,,,Rationalization of CCEs - Smart Sampling Technique (SST),SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,"20 Use of Innovative Technologies in Yield Estimation

20.1 Rationalization of CCEs - Smart Sampling Technique (SST)"
PMFBY_2023_SEC_20_2,PMFBY_2023,parent,6,84,84,20.2,,,Direct Yield Estimation through Technology,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,20.2 Direct Yield Estimation through Technology
PMFBY_2023_SEC_20_2_1,PMFBY_2023,parent,8,84,84,20.2.1,,,Direct Yield Estimation through Technology,SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,20.2.1 Yield Estimation System Based on Technology (YES-TECH)
PMFBY_2023_SEC_20_2_1_2,PMFBY_2023,child,13,84,84,20.2.1.2,,,Yield Estimation System Based on Technology (YES-TECH),SHORT_CHUNK,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"20.2.1.2 The GoI, with the support of national/international centers as mentioned in Para"
PMFBY_2023_SEC_20_2_2,PMFBY_2023,parent,10,85,85,20.2.2,,,Direct Yield Estimation through Technology,SHORT_CHUNK,HIERARCHY_REVIEW;METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,20.2.2 Collection of Real-time Photos and Observations of Crops (CROPIC)
PMFBY_2023_SEC_20_2_2_3,PMFBY_2023,child,17,86,86,20.2.2.3,,,,SHORT_CHUNK,HIERARCHY_REVIEW;METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,"20.2.2.3 Further, this data can subsequently be analyzed using AI/ML tools to further augment the YES-TECH models."
PMFBY_2023_SEC_20_2_2_6,PMFBY_2023,child,17,86,86,20.2.2.6,,,,SHORT_CHUNK,HIERARCHY_REVIEW;METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT,20.2.2.6 A detailed SOP/Manual and modalities of the CROPIC platform shall be notified by the GoI separately.
PMFBY_2023_SEC_20_3,PMFBY_2023,parent,11,86,86,20.3,,,,SHORT_CHUNK;STRUCTURE_UNCERTAIN,METADATA_REVIEW;TOPIC_TAG_REVIEW,REVIEW,B_SHORT;E_STRUCTURE,20.3 Concerns in Yield Data Quality and Timelines for Data Reporting
